gene,WT1,WT2,F71Y1,F71Y2,R61K1,R61K2,R61H1,R61H2,null1,null2
BSU09380_nsrR_NO-dependent_activator_of_the_ResDE_regulon,880,504,626,667,692,663,671,703,809,559
BSU09390_ygxB_hypothetical_protein,88,56,43,89,88,66,101,61,103,66
BSU09400_spoVR_spore_cortex_synthesis_protein,47,91,86,118,46,86,44,106,48,75
BSU09410_phoA_alkaline_phosphatase,222,243,215,251,223,247,269,359,284,335
BSU09420_lytE_cell_wall_hydrolase,5677,10205,8974,9869,3985,8311,3719,10371,4844,8966
BSU09430_citR_transcriptional_regulator_CitR,234,348,360,381,269,434,299,549,341,549
BSU09440_citA_citrate_synthase_I,308,413,357,469,363,585,489,912,647,895
BSU09450_yhdF_NAD(P)-dependent_dehydrogenase,257,295,322,356,314,398,396,744,607,689
BSU09460_ctrA_branched-chain_amino_acid_transporter,110,117,1749,1751,5017,4836,13101,15225,21083,18276
BSU09470_yhdH_sodium-dependent_transporter,1563,1809,1788,1941,1658,1791,1676,2212,1943,1808
BSU09480_yhdI_PLP-dependent_transcriptional_regulator,444,408,356,310,348,374,306,360,364,233
BSU09490_yhdJ_acetyltransferase,50,136,122,98,41,131,33,152,30,128
BSU09500_yhdK_negative_regulator_of_the_activity_of_sigma-M,431,255,275,279,413,261,374,284,451,205
BSU09510_yhdL_negative_regulator_of_the_activity_of_sigma-M,2613,4198,3620,4097,2369,3726,2100,3824,2154,3095
BSU09520_sigM_RNA_polymerase_sigma_factor_SigM,1013,2857,2698,2958,788,2698,775,2664,853,1987
BSU09530_yhdN_aldo/keto_reductase,71,76,123,369,100,245,129,147,269,153
BSU09540_plsC_1-acylglycerol-3-phosphate_O-acyltransferase,1861,2549,1863,1927,1185,2061,1002,1914,1096,1760
BSU09550_yhdP_transporter_or_sensor,3686,4148,3385,3753,2904,3832,3384,3966,3184,3407
BSU09560_cueR_copper_efflux_transcriptional_regulator,1857,2391,1965,2125,1358,2056,1639,2262,1627,1897
BSU09570_yhdR_aspartate_aminotransferase,1194,1368,1950,2122,1327,2204,1463,2598,1780,2279
BSU09590_yhdT_hypothetical_protein,2996,3628,5127,5113,4230,5859,4406,7074,5365,6471
BSU09600_crcBA_camphor_resistance_protein_CrcB,300,179,181,162,293,189,284,270,332,159
BSU09610_yhdV_integral_membrane_protein,400,393,316,302,326,385,338,346,381,370
BSU09620_yhdW_glycerophosphodiester_phosphodiesterase,967,741,597,631,858,709,869,802,1014,764
BSU09630_yhdX_hypothetical_protein,769,1211,1868,1689,852,1738,1015,2139,1260,1219
BSU09640_yhdY_hypothetical_protein,667,821,622,783,528,631,453,514,355,375
BSU09650_yhdZ_NAD-dependent_deacetylase,272,276,226,215,206,240,158,295,222,215
BSU09660_yheN_polysaccharide_deacetylase,5947,5147,5927,5380,5888,5884,5903,6785,6816,5872
BSU09670_dat_D-alanine_aminotransferase,2014,2663,4822,4710,3064,5713,3917,8574,4857,6649
BSU09680_nhaC_Na+/H+_antiporter,6442,6343,1831,1962,1032,1150,319,472,184,144
"BSU09690_nhaX_stress_response_protein,_UspA_family",25,13,26,70,42,29,50,43,68,22
BSU09700_yheJ_hypothetical_protein,360,137,216,137,156,124,197,217,310,98
BSU09710_yheI_ABC_transporter_ATP-binding_protein,721,686,580,701,510,622,427,604,435,501
BSU09720_yheH_ABC_transporter_ATP-binding_protein,1220,1314,947,1195,836,1179,727,1079,738,972
BSU09730_yheG_NADH-flavin_oxidoreductase,447,655,600,826,297,655,298,686,326,618
BSU09740_yheF_hypothetical_protein,0,0,0,0,1,0,0,0,0,0
BSU09750_sspB_small_acid-soluble_spore_protein,2,0,7,0,4,5,3,0,1,1
BSU09760_yheE_hypothetical_protein,58,42,42,47,49,50,49,45,63,46
BSU09770_yheD_spore_coat_associated_protein,66,80,81,106,86,74,61,81,78,63
BSU09780_yheC_spore_coat_associated_protein,39,68,60,56,49,74,32,61,35,79
BSU09790_yheB_hypothetical_protein,1062,1740,1424,1666,789,1576,742,1504,737,1346
BSU09800_yheA_hypothetical_protein,2554,3281,3094,2959,1826,3106,1820,3254,2095,2760
BSU09810_yhaZ_hypothetical_protein,474,543,584,627,450,649,446,669,347,446
BSU09830_yhaX_hydrolase,193,285,260,284,200,282,160,298,206,237
BSU09840_hemZ_coproporphyrinogen_III_oxidase,1746,2513,2397,2665,1344,2742,1291,2621,1416,2254
BSU09850_yhaU_K+_efflux_transporter,391,341,269,328,341,312,390,257,317,217
BSU09860_khtT_K+/H+_antiporter_for_K+_efflux,150,258,221,246,125,259,150,217,125,167
BSU09870_khtS_K+/H+_antiporter_for_K+_efflux,269,500,558,543,225,578,180,484,204,413
BSU09880_yhaR_enoyl-CoA_hydratase,72,86,46,55,40,55,34,57,33,57
BSU09889_yhzD_hypothetical_protein,46,56,59,57,28,75,28,63,38,45
BSU09890_natA_Na+-efflux_ABC_transporter_ATP-binding_protein,839,1272,1131,1347,470,1147,470,1269,488,1180
BSU09900_natB_sodium_ABC_transporter_permease,1479,1011,1002,1051,1095,1050,995,1245,1143,920
BSU09910_yhaO_exonuclease,831,845,703,823,614,809,624,879,638,657
BSU09920_yhaN_DNA_metabolism_ATPase,1779,2533,2241,2559,1447,2434,1439,2662,1399,2064
BSU09930_yhaM_3'-5'_exoribonuclease,1842,1677,1449,1765,1300,1795,1274,1729,1519,1638
BSU09940_yhaL_sporulation_factor,22,14,8,10,8,10,8,20,11,9
BSU09950_prsA_molecular_chaperone_lipoprotein,10957,19182,18315,19544,7416,16424,7378,21000,8201,16265
BSU09958_yhzE_hypothetical_protein,6,1,5,2,1,6,1,2,3,2
BSU09965_yhaJ_bacteriocin,611,534,410,544,412,547,431,465,437,378
BSU09980_yhaI_hypothetical_protein,626,1171,1004,969,405,1079,463,1063,492,824
BSU09990_hpr_transcriptional_regulator_Hpr,1567,2961,4844,4730,2368,6076,3205,9242,4512,8834
BSU10000_yhaH_hypothetical_protein,754,589,635,726,554,647,535,712,705,567
BSU10009_yhzF_hypothetical_protein,0,3,5,4,4,0,2,1,0,4
BSU10010_trpP_tryptophan_transporter,4484,3137,3186,3060,3895,3483,4279,3615,5194,3371
BSU10020_serC_phosphoserine_aminotransferase,5201,6306,6777,6981,4870,8253,5315,9033,6572,8266
BSU10030_hinT_Hit-family_hydrolase,1828,2614,2605,2619,1361,2829,1297,2778,1407,2143
BSU10040_ecsA_ABC_transporter_ATP-binding_protein,1250,1652,1446,1635,886,1353,866,1694,870,1222
BSU10050_ecsB_ABC_transporter_membrane_protein,2400,1521,1127,1268,1933,1236,1859,1190,1906,1151
BSU10060_ecsC_hydrolase,1478,1675,1441,1607,1063,1507,1055,1699,961,1280
BSU10070_yhaA_amidohydrolase,820,598,2259,2164,3887,3290,6826,7302,11745,8919
BSU10080_yhfA_transporter,60,40,39,37,69,24,46,29,32,36
BSU10090_yhgB_hypothetical_protein,38,36,41,36,40,37,38,36,32,25
BSU10100_yhgC_hypothetical_protein,1228,2360,2429,2441,995,2922,1164,2851,1330,2725
BSU10110_pbpF_penicillin-binding_protein_2C_required_for_spore_germination,811,756,680,940,787,879,667,830,680,662
BSU10120_hemE_uroporphyrinogen_decarboxylase,1769,1488,1364,1538,1448,1429,1328,1504,1278,1266
BSU10130_hemH_ferrochelatase,2274,2953,2475,2885,1890,2818,1859,2803,1772,2196
BSU10140_hemY_protoporphyrinogen_oxidase,2261,2426,2086,2404,1811,2202,1717,2142,1632,1777
BSU10150_yhgD_transcriptional_regulator,520,977,882,947,427,1011,370,966,346,899
BSU10160_yhgE_methyl-accepting_protein,2072,2567,2312,2537,1762,2505,1583,2316,1468,1951
BSU10170_fabHB_3-oxoacyl-ACP_synthase,326,371,341,258,218,300,218,392,218,371
BSU10180_yhfC_hypothetical_protein,174,276,198,257,99,215,101,314,164,329
BSU10200_yhfE_endoglucanase,976,929,777,928,704,888,727,1082,798,1014
BSU10210_yhfF_hypothetical_protein,291,343,327,366,222,301,218,485,247,330
BSU10220_gltT_proton/sodium-glutamate_symport_protein,14866,12875,10974,14566,11117,11306,10271,11191,8823,5371
BSU10230_yhfH_hypothetical_protein,113,208,408,563,260,747,271,582,243,337
BSU10240_yhfI_metal-dependent_hydrolase,944,998,957,1173,736,941,816,926,795,776
BSU10250_yhfJ_lipoate-protein_ligase,1322,1698,1611,2071,993,1811,1044,1839,1023,1448
BSU10260_yhfK_epimerase,1034,1423,1424,1629,862,1507,922,1533,952,1214
BSU10270_yhfL_long-chain-fatty-acid--CoA_ligase,168,144,146,119,114,95,88,147,143,115
BSU10280_yhfM_hypothetical_protein,7,20,14,28,18,16,11,27,6,10
BSU10290_yhfN_membrane_metalloprotease,149,119,111,125,118,145,126,129,130,159
BSU10300_aprE_serine_alkaline_protease_(subtilisin_E),47,44,117,113,153,174,113,165,131,107
BSU10310_yhfO_N-acetyltransferase,197,768,622,786,132,692,81,507,94,312
BSU10320_yhfP_oxidoreductase,824,699,597,635,646,662,655,635,672,542
BSU10330_yhfQ_iron(III)_dicitrate-binding_lipoprotein,488,291,207,379,155,242,251,267,152,176
BSU10340_phoE_phosphatase,4608,4710,3872,4502,3214,4046,3254,5154,3508,3549
BSU10350_yhfS_acetyl-CoA_acetyltransferase,8512,5806,4471,5068,6101,5112,5880,5339,6495,4443
BSU10360_yhfT_acyl-CoA_synthetase,11919,10039,7352,9227,8417,8354,8197,9511,8936,7633
BSU10370_bioY_biotin_transporter,5275,2443,1942,2303,4164,2033,3830,2159,4388,1958
BSU10380_hemAT_heme-based_dioxygen_sensor,74,87,90,92,108,131,97,184,135,161
BSU10390_yhfW_Rieske_[2Fe-2S]_oxygenase,14,25,23,23,56,50,64,63,97,89
BSU10400_yhxC_oxidoreductase,25,31,27,37,19,39,23,18,19,21
BSU10410_yhzC_hypothetical_protein,166,56,289,271,917,419,2032,1114,4014,1480
BSU10420_comK_competence_transcription_factor_(CTF),77,117,126,174,64,211,96,221,112,237
BSU10430_yhxD_oxidoreductase,19,12,12,55,52,34,66,24,78,16
BSU10440_yhjA_hypothetical_protein,2550,3146,4006,3889,1525,3189,1405,3324,1735,2700
BSU10450_yhjB_Na+/metabolite_cotransporter,92,42,218,279,1051,493,2260,1805,4449,2305
BSU10460_yhjC_hypothetical_protein,12,11,44,41,190,64,355,318,679,447
BSU10470_yhjD_hypothetical_protein,45,35,32,50,54,52,44,46,37,31
BSU10480_yhjE_hypothetical_protein,704,409,395,384,528,378,627,394,593,393
BSU10490_sipV_type_I_signal_peptidase,388,505,423,522,255,443,294,506,315,516
BSU10500_yhjG_hypothetical_protein,218,146,162,164,169,148,149,151,148,143
BSU10510_yhjH_transcriptional_regulator,260,650,504,587,185,565,221,616,227,512
BSU10520_glcP_glucose/mannose:H+_symporter,106,125,104,122,104,131,69,115,107,116
BSU10530_ntdC_neotrehalosadiamine_biosynthesis_dehydrogenase,95,220,178,181,71,194,94,176,108,184
BSU10540_ntdB_neotrehalosadiamine_biosynthesis_hydrolase,46,71,74,99,30,97,42,71,41,82
BSU10550_ntdA_neotrehalosadiamine_biosynthesis_aminotransferase,38,71,67,79,20,81,41,65,37,63
BSU10560_yhjM_the_ntd_operon_transcriptional_regulator,382,746,511,604,275,673,297,881,372,921
BSU10570_yhjN_hypothetical_protein,182,128,160,140,246,228,471,236,952,258
BSU10580_yhjO_hypothetical_protein,8,11,1,2,14,5,5,1,12,3
BSU10590_yhjP_hypothetical_protein,416,342,321,305,387,393,376,360,384,329
BSU10600_yhjQ_ferredoxin,9,9,17,21,2,18,8,19,4,11
BSU10610_yhjR_electron_carrier_protein,4,1,2,3,3,5,1,3,1,2
BSU10620_addB_ATP-dependent_deoxyribonuclease_subunit_B,2151,2157,1958,2320,1836,2327,1866,2351,2069,2192
BSU10630_addA_ATP-dependent_deoxyribonuclease_subunit_A,3917,3846,2976,3725,2977,3522,3141,4058,3285,3520
BSU10640_sbcD_DNA_repair_exonuclease,988,881,718,902,752,815,791,1052,894,817
BSU10650_sbcC_DNA_ATP-dependent_repair_enzyme,4008,4951,4304,5171,3235,4372,3394,5617,3532,4589
BSU10660_yisB_nuclease_component,273,227,217,252,246,205,240,348,259,196
BSU10670_gerPF_spore_germination_protein,11,6,10,5,12,12,8,4,6,10
BSU10680_gerPE_spore_germination_protein,13,5,3,16,9,10,7,11,9,3
BSU10690_gerPD_spore_germination_protein,5,6,6,10,9,8,4,10,6,10
BSU10700_gerPC_spore_germination_protein,18,19,26,15,24,30,14,24,22,28
BSU10710_gerPB_spore_germination_protein,3,2,3,4,5,2,9,5,1,2
BSU10720_gerPA_spore_germination_protein,5,8,5,2,7,5,3,6,4,0
BSU10730_yisI_Spo0A-P_phosphatase,29,36,45,54,23,58,25,68,36,68
BSU10740_yisJ_spore_coat_protein,2,1,5,3,5,2,3,5,1,0
BSU10750_yisK_catabolic_enzyme,1987,2939,2309,2792,1122,2563,1368,3432,1729,2965
BSU10760_yisL_hypothetical_protein,1948,1402,1400,1310,1352,1380,1498,1486,1669,1276
BSU10770_wprA_cell_wall-associated_protease,104695,125653,111676,127651,85831,120106,84949,184351,117233,164164
BSU10780_yisN_hypothetical_protein,6,2,10,4,15,20,4,3,7,2
BSU10790_asnO_asparagine_synthetase,152,155,127,140,124,180,98,156,105,125
BSU10800_yizA_hypothetical_protein,56,139,121,142,40,107,50,148,46,126
BSU10810_yisP_squalene/phytoene_synthase,250,344,297,359,189,290,205,374,236,298
BSU10820_yisQ_Na+driven_efflux_transporter,40,25,31,35,36,19,26,20,15,18
BSU10830_yisR_AraC_family_transcriptional_regulator,244,312,265,327,205,274,181,311,235,284
BSU10840_degA_LacI_family_transcriptional_regulator,329,431,417,363,309,386,282,512,330,405
BSU10850_yisS_dehydrogenase,113,119,123,124,58,92,66,129,66,66
BSU10860_yisT_hypothetical_protein,403,661,638,646,296,803,333,889,486,998
BSU10870_yisU_aminoacid_related_metabolite_efflux_transporter,15,9,15,13,24,12,23,13,28,7
BSU10880_yisV_PLP-dependent_transcriptional_regulator,243,313,250,239,187,287,243,356,273,253
BSU10890_yisX_hypothetical_protein,385,409,324,348,340,404,360,392,368,370
BSU10900_yisY_hydrolase,94,102,73,110,75,122,82,125,107,103
BSU10910_yisZ_adenylylsulfate_kinase,8,2,3,7,15,5,3,9,5,4
BSU10920_sat_sulfate_adenylyltransferase,16,3,11,6,15,12,6,10,12,9
BSU10930_yitB_phospho-adenylylsulfate_sulfotransferase,5,5,12,7,9,14,10,4,6,2
BSU10940_yitC_2-phosphosulfolactate_phosphatase,7,13,7,13,6,9,5,19,8,9
BSU10950_yitD_phosphosulfolactate_synthase,5,9,9,9,5,9,4,9,6,13
BSU10960_yitE_hypothetical_protein,6,2,4,3,8,1,1,2,6,0
BSU10970_yitF_enolase,49,19,20,22,34,17,26,24,27,14
BSU10980_yitG_efflux_transporter,32,29,31,25,33,27,24,35,30,30
BSU10990_yitH_N-acetyltransferase,614,617,565,533,490,658,525,684,636,631
BSU11000_yitI_N-acetyltransferase,601,538,534,501,454,597,479,652,630,570
"BSU11010_yitJ_bifunctional_homocysteine_S-methyltransferase/5,10-methylenetetrahydrofolate_reductase",145,86,223,272,356,323,625,588,924,662
BSU11020_yitK_nucleotide-binding_protein,905,1529,1533,1443,786,1788,862,1889,1087,1823
BSU11030_yitL_RNA-binding_protein,1573,1915,2047,2109,1141,1897,1166,2092,1191,1548
BSU11040_yitM_hypothetical_protein,22,37,52,45,23,65,18,78,29,67
BSU11055_yitO_hypothetical_protein,13,23,13,16,14,10,15,30,20,24
BSU11070_yitP_hypothetical_protein,6,8,4,9,6,2,7,7,5,2
BSU11079_yizB_DNA/RNA_binding_protein,233,533,474,533,188,525,180,616,190,493
BSU11080_yitQ_hypothetical_protein,260,281,261,277,212,270,230,306,271,231
BSU11090_yitR_hypothetical_protein,97,77,77,80,71,101,65,78,62,73
BSU11100_nprB_extracellular_neutral_protease_B,96,106,81,79,79,91,55,97,81,93
BSU11110_yitS_hypothetical_protein,755,785,740,780,560,762,655,1046,795,940
BSU11120_yitT_hypothetical_protein,845,1278,1068,1163,683,1226,602,1256,588,955
BSU11130_ipi_intracellular_proteinase_inhibitor_BsuPI,216,341,326,346,156,335,145,311,146,267
BSU11139_yizC_hypothetical_protein,91,66,83,87,81,93,89,113,122,73
BSU11140_yitU_phosphatase,1069,1269,1267,1232,862,1309,933,1559,1118,1333
BSU11150_yitV_hydrolase,778,942,849,905,525,838,608,887,657,864
BSU11160_yitW_hypothetical_protein,1144,1714,2035,1714,1041,1716,1151,2389,1318,1739
BSU11170_yitY_FMN/FAD-binding_oxidoreductase,1660,1904,1680,1848,1300,1702,1311,1950,1243,1498
BSU11180_yitZ_transporter,557,468,438,436,414,442,362,451,366,338
BSU11190_argC_N-acetyl-gamma-glutamyl-phosphate_reductase,56,72,89,112,76,151,238,184,443,345
BSU11200_argJ_bifunctional_ornithine_acetyltransferase/N-acetylglutamate_synthase,46,46,57,59,77,53,287,103,612,282
BSU11210_argB_acetylglutamate_kinase,27,13,33,51,47,65,122,56,434,213
BSU11220_argD_acetylornithine_aminotransferase,33,17,29,34,47,36,240,73,687,210
BSU11230_carA_carbamoyl_phosphate_synthase_small_subunit,9,6,5,6,10,12,85,19,356,132
BSU11240_carB_carbamoyl_phosphate_synthase_large_subunit,90,58,58,83,60,77,226,100,793,371
BSU11250_argF_ornithine_carbamoyltransferase,76,53,56,34,73,61,109,75,291,124
BSU11260_yjzC_hypothetical_protein,1,0,0,2,0,1,0,1,0,1
BSU11270_yjzD_hypothetical_protein,2697,6041,6830,5419,1688,6703,1877,7554,2394,5356
BSU11280_yjaU_hypothetical_protein,80,111,132,119,63,130,81,163,85,170
BSU11290_yjaV_NAD(P)_binding_enzyme,24,42,31,60,22,27,24,52,18,37
BSU11300_med_positive_regulator_of_comK,2555,4296,4110,4159,2088,4232,2053,4038,2012,3083
BSU11310_comZ_late_competence_gene,531,396,414,431,499,481,418,407,440,291
BSU11320_yjzB_hypothetical_protein,30,7,19,21,10,25,21,33,19,19
BSU11330_fabHA_3-oxoacyl-ACP_synthase,4851,6282,5178,5984,2852,5351,2395,4877,2550,4098
BSU11340_fabF_3-oxoacyl-ACP_synthase,6971,5732,5499,6744,4409,5626,3526,5067,3836,4418
BSU11350_yjaZ_hypothetical_protein,10,10,16,11,14,15,20,30,17,24
BSU11360_appD_oligopeptide_ABC_transporter_ATP-binding_protein,82,49,438,527,939,1203,1459,2075,1671,1953
BSU11370_appF_oligopeptide_ABC_transporter_ATP-binding_protein,108,71,486,610,1079,1229,1555,2497,1885,2042
BSU11390_appB_oligopeptide_ABC_transporter_permease,106,89,567,626,1175,1403,1657,2764,1959,2546
BSU11400_appC_oligopeptide_ABC_transporter_permease,104,82,483,559,954,1319,1432,2749,1773,2316
BSU11410_yjbA_nucleic_acid_binding_protein,37,37,98,127,139,199,200,400,155,285
BSU11420_trpS_tryptophanyl-tRNA_synthetase,2988,3591,2975,2811,1886,3008,2020,3124,2381,2837
BSU11430_oppA_oligopeptide_ABC_transporter_binding_lipoprotein,8786,13023,15706,19895,9064,15636,5895,11799,3960,6545
BSU11440_oppB_oligopeptide_ABC_transporter_permease,1906,1035,1187,1689,1853,1450,1207,1008,876,587
BSU11450_oppC_oligopeptide_ABC_transporter_permease,1981,1256,1443,1967,2101,1587,1336,1238,890,734
BSU11460_oppD_oligopeptide_ABC_transporter_ATP-binding_protein,2669,3140,3349,4719,2858,3634,1827,2888,1199,1579
BSU11470_oppF_oligopeptide_ABC_transporter_ATP-binding_protein,2419,2939,3507,4326,2601,3664,1554,2928,1148,1599
BSU11480_yjbB_exporter,141,126,94,128,93,112,92,115,98,98
BSU11490_yjbC_thiol_oxidation_management_factor;_acetyltransferase,2255,6199,4616,5949,1806,5451,1710,4910,2017,4814
BSU11500_spxA_transcriptional_regulator_Spx,4903,8633,9035,9394,4048,8913,4299,8867,4829,7361
BSU11510_yjbE_transporter_component,25,20,21,18,33,28,27,35,38,27
BSU11520_mecA_adaptor_protein,2466,5756,5826,5524,2168,6247,2302,6426,2733,5680
BSU11530_coiA_DNA_transport_protein,114,116,76,104,97,111,80,107,119,92
BSU11540_pepF_oligoendopeptidase_F,4992,6326,5302,6365,3632,6212,4179,6978,4597,6323
BSU11549_yizD_hypothetical_protein,3,0,0,1,2,3,3,0,4,2
BSU11550_yjbH_thiol_management_oxidoreductase_component,1760,2138,1834,2034,1495,2127,1623,2011,1671,1881
BSU11560_yjbI_thiol_management_oxidoreductase_component,1145,1281,1168,1226,946,1293,1081,1305,1178,1165
BSU11570_yjbJ_murein_lytic_transglycosylase,296,280,253,256,274,317,242,352,329,298
BSU11580_yjbK_RNA/thiamine_triphosphatase,299,509,397,508,233,507,268,485,293,497
BSU11590_yjbL_phosphatase,817,1822,1580,1964,604,1783,528,1703,600,1452
BSU11600_yjbM_(p)ppGpp_synthetase,1314,1755,1623,1897,1047,1661,885,1674,967,1358
BSU11610_ppnK_inorganic_polyphosphate/ATP-NAD_kinase,1532,1767,1493,1861,1178,1594,1104,1535,1265,1459
BSU11620_yjbO_pseudouridylate_synthase,2088,1493,1487,1538,1713,1458,1607,1424,1782,1309
BSU11630_yjbP_bis(5'-nucleosyl)-tetraphosphatase,124,120,106,121,99,95,89,151,126,146
BSU11640_yjbQ_Na+/H+_antiporter,1590,2059,1608,2175,1502,2041,1682,1982,1397,1584
BSU11650_tenA_thiaminase_II,15094,15720,12184,15713,9855,13255,10526,15546,12288,12654
BSU11660_tenI_transcriptional_regulator_TenI,14987,12307,10786,13295,9876,11045,10315,13193,11974,11762
BSU11670_thiO_FAD-dependent_glycine_oxidase,24157,20977,16125,20615,15266,18290,16073,19890,17877,18805
BSU11680_thiS_hydroxyethylthiazole_phosphate_synthesis_sulfur_carrier_protein,5188,8348,6588,8191,3308,6819,3517,8466,4150,7301
BSU11690_thiG_thiazole_synthase,15737,13979,10616,12926,10783,11760,11221,12762,13403,12067
BSU11700_thiF_thiamine/molybdopterin_biosynthesis_ThiF/MoeB-like_protein,23532,18338,14067,16398,15454,15250,16598,17064,19216,16075
BSU11710_yjbV_phosphomethylpyrimidine_kinase,22733,18100,15330,16745,15827,15610,17095,17943,19069,15190
BSU11720_fabI_enoyl-ACP_reductase,7590,7563,6193,5618,5153,6036,4472,5465,4469,4787
BSU11730_cotO_spore_outer_coat_protein,51,51,59,55,46,52,38,87,40,34
BSU11740_cotZ_spore_coat_protein,4,1,0,3,4,5,1,0,1,0
BSU11750_cotY_outer_spore_coat_protein,20,2,6,3,1,3,2,0,5,0
BSU11760_cotX_spore_coat_protein,50,9,9,9,5,10,4,12,6,4
BSU11770_cotW_spore_coat_protein,18,3,4,6,5,3,4,5,1,7
BSU11780_cotV_spore_coat_protein,39,10,13,4,3,3,2,4,3,4
BSU11790_yjcA_sporulation-specific_protein,7,9,8,5,9,9,4,11,4,11
BSU11799_yjzK_hypothetical_protein,1,2,4,8,1,8,1,2,1,3
BSU11809_yjcZ_hypothetical_protein,8,0,1,0,0,1,0,0,1,0
BSU11810_spoVIF_sporulation-specific_protein_needed_for_heat_resistance,4,3,1,2,3,6,0,3,0,2
BSU11820_yjcD_ATP-dependent_DNA_helicase,1180,1034,1037,1131,1045,1012,845,1106,951,898
BSU11839_yjzE_hypothetical_protein,35,35,38,86,27,43,42,46,59,29
BSU11840_yjcF_acetyltransferase,737,1110,1958,1966,1013,2200,1169,2892,1610,2343
BSU11850_yjcG_hypothetical_protein,1611,1519,2197,2567,2136,2623,2435,3640,3158,3074
BSU11860_yjcH_hydrolase,1858,2131,3360,3600,2737,3942,3166,5231,4077,4499
BSU11870_yjcI_cystathionine_gamma-synthase,703,840,1828,1938,1698,2250,2313,2928,2963,2935
